stop_id,stop_code,stop_name,stop_lat,stop_lon,route_id
1,50001,Westbound Davie St @ Bidwell St,49.286458,-123.140424,[30055]
11,50011,Eastbound Davie St @ Howe St,49.27755,-123.126971,[6616]
14,50014,Eastbound Pacific Blvd @ Homer St,49.272929,-123.125546,[30055]
21,50021,Eastbound E Pender St @ Carrall St,49.280394,-123.103799,"[6624, 6626, 6834]"
22,50022,Northbound Columbia St @ E Pender St,49.280772,-123.102196,[6637]
25,50025,Westbound Davie St @ Granville St,49.277437,-123.126514,[6616]
26,50026,Westbound Davie St @ Howe St,49.278073,-123.127493,"[6616, 6620]"
29,50029,Northbound Burrard St @ Nelson St,49.281364,-123.125521,"[6612, 6635, 6836]"
30,50030,Northbound Burrard St @ Robson St,49.283593,-123.12214,"[6612, 6615, 6635, 6836]"
31,50031,Burrard Station @ Bay 7,49.284688,-123.120503,"[6612, 6615, 6635]"
35,50035,Waterfront Station @ Bay 3,49.284786,-123.111191,"[6613, 6614, 6617, 6618, 6620, 6637, 6840]"
36,50036,Eastbound W Cordova St @ Homer St,49.283719,-123.10959,"[16717, 6613, 6614, 6617, 6618, 6637, 6672, 6673, 6675, 6840]"
38,50038,Westbound Powell St @ Columbia St,49.283285,-123.102896,[6637]
39,59525,Westbound Water St @ Abbott St,49.28411,-123.107364,[6637]
40,50040,Waterfront Station @ Bay 2,49.285599,-123.112074,[6637]
44,50044,Southbound Burrard St @ W Georgia St,49.284178,-123.121677,[6635]
45,50045,Southbound Burrard St @ Robson St,49.283087,-123.123336,"[6612, 6836]"
46,50046,Southbound Burrard St @ Barclay St,49.282068,-123.12488,"[6612, 6836]"
47,50047,Southbound Burrard St @ Nelson St,49.280981,-123.126516,"[6612, 6635, 6836]"
48,50048,Westbound Davie St @ Burrard St,49.279449,-123.129617,[6616]
49,50049,Westbound Davie St @ Thurlow St,49.280756,-123.131638,[6616]
50,50050,Westbound Davie St @ Bute St,49.282009,-123.133574,[6616]
51,50051,Westbound Davie St @ Jervis St,49.283006,-123.135121,[6616]
52,50052,Westbound Davie St @ Broughton St,49.283898,-123.136507,[6616]
53,50053,Westbound Davie St @ Cardero St,49.28546,-123.138909,[6616]
54,50054,Eastbound W 16 Ave @ Trutch St,49.257636,-123.175459,"[11201, 6612]"
55,50055,Eastbound W 16 Ave @ Carnarvon St,49.257586,-123.171363,"[11201, 6612]"
56,50056,Northbound Macdonald St @ W 16 Ave,49.258079,-123.168299,"[6612, 6836]"
58,50058,Northbound Macdonald St @ W 12 Ave,49.261778,-123.168164,"[6612, 6836]"
59,50059,Northbound Macdonald St @ W 10 Ave,49.263469,-123.168097,"[6612, 6836]"
60,50060,Northbound Macdonald St @ W Broadway,49.264484,-123.168205,[16718]
61,50061,Northbound Macdonald St @ W 7th Ave,49.266101,-123.168316,"[16718, 6612, 6836]"
63,50063,Northbound Macdonald St @ W 3rd Ave,49.269101,-123.168208,"[6612, 6836]"
64,50064,Northbound Macdonald St @ W 2nd Ave,49.270491,-123.168159,"[6612, 6836]"
69,50069,Eastbound Cornwall Ave @ Yew St,49.272516,-123.154543,"[6612, 6836]"
70,50070,Eastbound Cornwall Ave @ Arbutus St,49.272471,-123.152226,"[6612, 6836]"
72,50072,Eastbound Cornwall Ave @ Cypress St,49.272368,-123.14734,"[6612, 6836]"
73,50073,Northbound Burrard St @ Pacific St,49.277226,-123.131783,"[6612, 6836]"
74,50074,Eastbound Davie St @ Burrard St,49.278793,-123.128901,[6616]
75,50075,Northbound Burrard St @ Davie St,49.278885,-123.129252,"[6612, 6635, 6836]"
76,50076,Eastbound W Pender St @ Burrard St,49.286121,-123.117245,"[16717, 6615, 6624, 6626, 6672, 6673, 6675, 6837]"
77,50077,Eastbound W Pender St @ Granville St,49.284791,-123.115231,"[16717, 6615, 6624, 6626, 6635, 6672, 6673, 6675, 6837]"
78,50078,Eastbound W Pender St @ Seymour St,49.283753,-123.113589,"[16717, 16718, 6615, 6622, 6623, 6624, 6626, 6672, 6673, 6675, 6831, 6834, 6837]"
80,50080,Eastbound W Pender St @ Hamilton St,49.281799,-123.110618,"[6615, 6622, 6623, 6624, 6626, 6831, 6834, 6837]"
81,50081,Southbound Cambie St @ Dunsmuir St,49.280808,-123.111146,"[6615, 6616, 6831, 6837]"
91,50091,Westbound W Pender St @ Carrall St,49.280707,-123.104998,"[16717, 6614, 6617, 6624, 6626, 6672, 6673, 6675, 6834]"
93,50093,Westbound W Pender St @ Abbott St,49.28129,-123.108213,"[16717, 6614, 6617, 6624, 6626, 6672, 6673, 6675, 6834]"
95,50095,Westbound W Pender St @ Seymour St,49.283818,-123.113429,"[16717, 6614, 6615, 6617, 6620, 6624, 6626, 6672, 6673, 6675, 6834, 6836]"
96,50096,Westbound W Pender St @ Granville St,49.284575,-123.114596,"[16717, 6614, 6615, 6617, 6620, 6624, 6626, 6672, 6673, 6675, 6834, 6836, 6837]"
97,50097,Westbound W Pender St @ Howe St,49.285523,-123.116055,"[6615, 6624, 6626]"
98,50098,Southbound Burrard St @ Davie St,49.278914,-123.12964,"[6612, 6836]"
101,50101,Westbound Cornwall Ave @ Cypress St,49.272539,-123.148302,"[6612, 6836]"
103,50103,Westbound Cornwall Ave @ Arbutus St,49.272608,-123.152989,"[6612, 6836]"
105,50105,Westbound Cornwall Ave @ Balsam St,49.272731,-123.160216,"[6612, 6836]"
107,50107,Southbound Macdonald St @ W 1st Ave,49.270753,-123.168323,"[6612, 6836]"
109,50109,Southbound Macdonald St @ W 6th Ave,49.266274,-123.168483,"[16718, 6612, 6836]"
110,50110,Southbound Macdonald St @ W Broadway,49.264268,-123.168373,"[6612, 6836]"
111,50111,Southbound Macdonald St @ W 11 Ave,49.261885,-123.16835,"[6612, 6836]"
112,50112,Southbound Macdonald St @ W 13 Ave,49.260158,-123.168427,"[6612, 6836]"
113,50113,Southbound Macdonald St @ W 16 Ave,49.257261,-123.168508,"[6612, 6836]"
114,50114,Westbound W 16 Ave @ Macdonald St,49.257816,-123.168896,"[11201, 6612]"
115,50115,Westbound W 16 Ave @ Mackenzie St,49.257845,-123.170847,"[11201, 6612]"
116,50116,Westbound W 16 Ave @ Balaclava St,49.257904,-123.174638,"[11201, 6612]"
119,50119,Southbound Macdonald St @ W 21 Ave,49.253375,-123.16787,"[6612, 6836]"
121,50121,Southbound Macdonald St @ Alamein Ave,49.249795,-123.167932,"[6612, 6836]"
122,50122,Westbound W King Edward Ave @ Macdonald St,49.248646,-123.16864,"[6612, 6627, 6836]"
124,50124,Southbound Quesnel Dr @ W King Edward Ave,49.249603,-123.171914,"[6612, 6836]"
126,50126,Southbound Mackenzie St @ W 29 Ave,49.245848,-123.170308,"[6612, 6836]"
128,50128,Southbound Mackenzie St @ W 33 Ave,49.242027,-123.17035,"[6612, 6836]"
130,50130,Southbound Mackenzie St @ W 37 Ave,49.238254,-123.170377,"[6612, 6836]"
132,50132,Eastbound W 41 Ave @ Mackenzie St,49.234673,-123.169829,[6633]
134,50134,Eastbound W 41 Ave @ Willow St,49.233687,-123.123477,[6633]
139,50139,Eastbound W 41 Ave @ Manitoba St,49.233142,-123.107725,[6633]
140,50140,Eastbound E 41 Ave @ Ontario St,49.233063,-123.105218,[6633]
142,50142,Northbound Main St @ SE Marine Dr,49.211565,-123.102035,[6613]
144,59844,Northbound Main St @ E 62 Ave,49.214623,-123.101909,[6613]
146,50146,Northbound Main St @ E 59 Ave,49.217015,-123.101819,[6613]
147,50147,Northbound Main St @ E 57 Ave,49.218788,-123.10174,[6613]
150,50150,Northbound Main St @ E 51 Ave,49.223638,-123.101593,[6613]
151,50151,Northbound Main St @ E 49 Ave,49.225975,-123.10147,[6613]
152,59842,Northbound Main St @ E 46 Ave,49.228719,-123.101386,[6613]
154,50154,Northbound Main St @ E 43 Ave,49.231454,-123.101306,[6613]
155,50155,Northbound Main St @ E 41 Ave,49.233445,-123.101394,[6613]
157,50157,Westbound W 41 Ave @ Ontario St,49.233269,-123.106197,[6633]
158,50158,Westbound W 41 Ave @ Columbia St,49.233442,-123.11122,[6633]
160,50160,Oakridge-41st Ave Station @ Bay 5,49.233681,-123.116855,[6633]
162,50162,Northbound Main St @ E 39 Ave,49.235734,-123.101505,[6613]
163,50163,Northbound Main St @ E 36 Ave,49.23802,-123.101502,[6613]
165,50165,Northbound Main St @ E 33 Ave,49.241308,-123.101314,[6613]
166,50166,Northbound Main St @ E 30 Ave,49.243554,-123.101232,[6613]
167,50167,Northbound Main St @ E 28 Ave,49.245968,-123.101101,[6613]
169,50169,Northbound Main St @ E King Edward Ave,49.249121,-123.100891,[6613]
170,59836,Northbound Main St @ E 20 Ave,49.253226,-123.100763,[6613]
171,59835,Northbound Main St @ E 18 Ave,49.255006,-123.100984,[6613]
173,59582,Northbound Main St @ E 14 Ave,49.258782,-123.100989,[6613]
174,50174,Northbound Main St @ E 12 Ave,49.260528,-123.100888,[6613]
176,50176,Northbound Main St @ E Broadway,49.263233,-123.100792,[6613]
177,50177,Northbound Main St @ E 6th Ave,49.265339,-123.100685,"[6613, 6618, 6624, 6834, 6840]"
178,50178,Northbound Main St @ E 5th Ave,49.266719,-123.100662,"[6613, 6618, 6624, 6834, 6840]"
179,50179,Northbound Main St @ E 2nd Ave,49.269455,-123.100505,"[6613, 6618, 6624, 6834, 6840]"
180,50180,Northbound Main St @ Industrial Ave,49.270803,-123.100432,"[6613, 6618, 6624, 6834, 6840]"
181,50181,Main Street-Science World Station @ Bay 2,49.273395,-123.099831,"[6613, 6618, 6624, 6626, 6834, 6840]"
182,50182,Northbound Main St @ National Ave,49.275321,-123.099748,"[6613, 6618, 6624, 6626, 6834, 6840]"
184,50184,Northbound Main St @ E Georgia St,49.278968,-123.099607,"[6613, 6618, 6624, 6626, 6834, 6840]"
185,53391,Westbound E Hastings St @ Main St,49.281426,-123.099363,"[16718, 37807, 6622, 6625]"
186,50186,Westbound W Hastings St @ Carrall St,49.281733,-123.105366,"[16718, 6613, 6618, 6622, 6625, 6835, 6838, 6840]"
188,50188,Westbound W Hastings St @ Hamilton St,49.283085,-123.110279,"[16718, 6613, 6618, 6622, 6625, 6835, 6838, 6840]"
189,50189,Southbound Richards St @ W Hastings St,49.283796,-123.11242,"[6615, 6620]"
190,50190,Southbound Richards St @ Dunsmuir St,49.281944,-123.115253,[6625]
193,59040,Westbound Robson St @ Granville St,49.28128,-123.119551,"[6623, 6625]"
195,50195,Westbound W 41 Ave @ Oak St,49.234081,-123.128633,[37810]
196,50196,Westbound W 41 Ave @ Selkirk St,49.234201,-123.132951,[6633]
197,50197,Westbound W 41 Ave @ Cartier St,49.234332,-123.137,[6633]
198,50198,Westbound W 41 Ave @ Granville St,49.234391,-123.139167,[6633]
199,50199,Eastbound W 41 Ave @ Granville St,49.23422,-123.138484,[37810]
200,50200,Eastbound W 41 Ave @ Selkirk St,49.23404,-123.132898,[6633]
201,50201,Eastbound W 41 Ave @ Osler St,49.233911,-123.129836,[6633]
202,56125,Northbound Granville St @ W 41 Ave,49.234888,-123.139463,"[6620, 6830]"
204,50203,Northbound Granville St @ W 38 Ave,49.237418,-123.139374,"[6620, 6830]"
205,50204,Northbound Granville St @ W 36 Ave,49.239279,-123.13931,"[6620, 6830]"
206,50205,Northbound Granville St @ W 34 Ave,49.241186,-123.13924,"[6620, 6830]"
207,50206,Northbound Granville St @ Minto Cres,49.243144,-123.139178,"[6620, 6830]"
208,50207,Northbound Granville St @ N Connaught Dr,49.245722,-123.139081,"[6620, 6830]"
209,50208,Northbound Granville St @ Nanton Ave,49.24769,-123.139023,"[6620, 6830]"
210,50209,Northbound Granville St @ W King Edward Ave,49.250127,-123.138924,"[6620, 6830]"
211,50210,Northbound Granville St @ Balfour Ave,49.252263,-123.138834,"[6620, 6830]"
212,50211,Northbound Granville St @ Matthews Ave,49.253467,-123.138804,"[6620, 6830]"
215,50214,Northbound Granville St @ W 12 Ave,49.261157,-123.13852,"[6620, 6622, 6830]"
218,50217,Northbound Granville St @ W 7th Ave,49.265651,-123.138349,"[16718, 6620, 6622, 6830, 6833, 6841]"
230,50228,Eastbound E Cordova St @ Main St,49.282229,-123.099988,"[6613, 6618, 6840]"
231,50229,Southbound Main St @ E Hastings St,49.28081,-123.099812,"[6613, 6614, 6617, 6618, 6840]"
232,50230,Southbound Main St @ Keefer St,49.279029,-123.099896,"[6613, 6618, 6624, 6626, 6834, 6840]"
234,50232,Southbound Main St @ National Ave,49.274506,-123.100141,"[6613, 6618, 6624, 6626, 6834, 6840]"
235,50233,Main Street-Science World Station @ Bay 1,49.273072,-123.100189,"[6613, 6618, 6624, 6834, 6840]"
236,50234,Southbound Main St @ Switchmen St,49.270621,-123.100821,"[6613, 6618, 6624, 6834, 6840]"
238,50236,Southbound Main St @ E 5th Ave,49.265849,-123.100989,[6613]
242,50240,Southbound Main St @ E 12 Ave,49.259888,-123.10127,[6613]
243,50241,Southbound Main St @ E 14 Ave,49.258082,-123.101305,[6613]
244,50242,Southbound Main St @ E 16 Ave,49.256251,-123.101386,[6613]
245,58307,Southbound Main St @ E 18 Ave,49.254339,-123.100959,[6613]
246,50244,Southbound Main St @ E 20 Ave,49.252395,-123.101095,[6613]
247,50245,Southbound Main St @ E 22 Ave,49.250676,-123.101089,[6613]
248,50246,Southbound Main St @ E King Edward Ave,49.248466,-123.101194,[6613]
250,50248,Southbound Main St @ E 30 Ave,49.243003,-123.101498,[6613]
251,50249,Southbound Main St @ E 33 Ave,49.240211,-123.101629,[6613]
252,50250,Southbound Main St @ E 36 Ave,49.23788,-123.101715,[6613]
255,50253,Eastbound E 41 Ave @ Main St,49.232967,-123.101913,[37810]
256,59041,Southbound Main St @ E 41 Ave,49.232735,-123.101636,[6613]
257,50255,Southbound Main St @ E 43 Ave,49.230612,-123.101591,[6613]
258,50256,Southbound Main St @ E 46 Ave,49.228145,-123.101625,[6613]
260,50258,Southbound Main St @ E 51 Ave,49.223508,-123.101804,[6613]
261,50259,Southbound Main St @ E 54 Ave,49.22075,-123.101949,[6613]
262,50260,Southbound Main St @ E 56 Ave,49.218969,-123.102003,[6613]
263,59538,Southbound Main St @ E 59 Ave,49.216491,-123.102076,[6613]
265,50263,Southbound Main St @ E 62 Ave,49.213842,-123.102217,[6613]
267,50265,Eastbound E 65 Ave @ Main St,49.211695,-123.101625,[6613]
271,50268,Eastbound University Blvd @ Allison Rd,49.266827,-123.241849,"[16718, 6614, 6619, 6641, 6833]"
273,50270,Eastbound University Blvd @ 5300 Block,49.265812,-123.236036,"[16718, 6614, 6619, 6833]"
274,50271,Eastbound University Blvd @ 5100 Block,49.263486,-123.229095,"[16718, 6614, 6619, 6833]"
275,50272,Northbound Blanca St @ W 10 Ave,49.264289,-123.215067,[6614]
276,50273,Blanca Loop @ Bay 1,49.265243,-123.21585,"[16718, 6614]"
277,50274,Eastbound W 10 Ave @ Blanca St,49.263836,-123.214641,"[16718, 6619, 6833]"
278,50275,Eastbound W 10 Ave @ Tolmie St,49.26381,-123.211737,"[16718, 6619, 6833]"
279,50276,Eastbound W 10 Ave @ Sasamat St,49.263764,-123.208525,"[16718, 6619, 6641, 6833]"
280,50277,Eastbound W 10 Ave @ Trimble St,49.263689,-123.205581,"[16718, 6619, 6833]"
281,50278,Eastbound W 10 Ave @ Discovery St,49.263657,-123.202595,"[16718, 6619, 6833]"
282,50279,Eastbound W 10 Ave @ Courtenay St,49.263605,-123.199436,"[16718, 6619, 6833]"
283,50280,Eastbound W 10 Ave @ Camosun St,49.263564,-123.196532,"[16718, 6619, 6833]"
284,50281,Eastbound W 10 Ave @ Crown St,49.263526,-123.193422,"[16718, 6619, 6833]"
285,50282,Eastbound W 10 Ave @ Wallace St,49.263472,-123.190678,"[16718, 6619, 6833]"
286,50283,Eastbound W 10 Ave @ Highbury St,49.263434,-123.187456,"[16718, 6619, 6833]"
287,50284,Westbound W 41 Ave @ Granville St,49.234426,-123.140514,[37810]
288,50285,Westbound W 41 Ave @ Marguerite St,49.234499,-123.145101,[6633]
289,50286,Westbound W 41 Ave @ Angus Dr,49.234547,-123.148146,[6633]
291,50288,Westbound W 41 Ave @ Maple St,49.234633,-123.152449,[6633]
293,50290,Westbound W 41 Ave @ Vine St,49.234721,-123.160343,[6633]
294,50291,Westbound W 41 Ave @ Larch St,49.234767,-123.163165,[6633]
295,50292,Westbound W 41 Ave @ Macdonald St,49.23481,-123.167912,[6633]
296,50293,Westbound W 41 Ave @ Mackenzie St,49.234822,-123.170847,"[6612, 6633, 6836]"
297,50294,Westbound W 41 Ave @ Carnarvon St,49.23482,-123.173542,[37810]
299,50296,Westbound W 41 Ave @ Blenheim St,49.234837,-123.179482,"[6612, 6633, 6836]"
300,50297,Westbound W 41 Ave @ Collingwood St,49.234842,-123.182673,"[6612, 6633, 6836]"
301,50298,Dunbar Loop @ Bay 6,49.235129,-123.185234,[6617]
302,50299,Northbound Dunbar St @ W 39 Ave,49.236747,-123.185216,[6617]
303,50300,Northbound Dunbar St @ W 38 Ave,49.238307,-123.185208,[6617]
305,50302,Northbound Dunbar St @ W 34 Ave,49.241702,-123.185172,[6617]
306,50303,Northbound Dunbar St @ W 31 Ave,49.244597,-123.185135,[6617]
307,50304,Northbound Dunbar St @ W 30 Ave,49.245532,-123.185125,[6617]
308,50305,Northbound Dunbar St @ W 28 Ave,49.247382,-123.185094,[6617]
310,50307,Northbound Dunbar St @ W King Edward Ave,49.250494,-123.185062,"[6617, 6627]"
311,50308,Northbound Dunbar St @ W 22 Ave,49.253177,-123.18504,"[6617, 6627]"
313,50310,Northbound Dunbar St @ W 18 Ave,49.256842,-123.185013,"[6617, 6627]"
315,50312,Northbound Dunbar Diversion @ W 14 Ave,49.260126,-123.184213,[6617]
316,50313,Northbound Alma St @ W 12 Ave,49.261926,-123.185815,[6617]
317,50314,Northbound Alma St @ W 10 Ave,49.263872,-123.185744,"[16718, 6617, 6833]"
318,50315,Eastbound W Broadway @ Alma St,49.264278,-123.185239,"[16718, 6619, 6833]"
320,60725,Eastbound W Broadway @ Collingwood St,49.264225,-123.181429,"[16718, 6619, 6833]"
322,50319,Eastbound W Broadway @ Macdonald St,49.263995,-123.167357,"[6619, 6641, 6833]"
323,50320,Eastbound W Broadway @ Trafalgar St,49.263906,-123.164293,"[6619, 6833]"
325,50322,Eastbound W Broadway @ Vine St,49.263809,-123.157195,"[6619, 6833]"
326,50323,Eastbound W Broadway @ Arbutus St,49.263766,-123.154253,"[6619, 6833]"
328,50325,Eastbound W Broadway @ Burrard St,49.263611,-123.145163,"[6619, 6833]"
329,50871,Eastbound W Broadway @ Fir St,49.263525,-123.140516,"[6619, 6833]"
331,50327,Eastbound W Broadway @ Hemlock St,49.263448,-123.134715,"[6619, 6841]"
332,50328,Eastbound W Broadway @ Alder St,49.263381,-123.130979,"[6619, 6841]"
335,50331,Southbound Oak St @ W 12 Ave,49.260251,-123.126842,[6623]
337,50333,Southbound Oak St @ W 16 Ave,49.256751,-123.127351,[6623]
339,50335,Southbound Oak St @ Douglas Cres,49.254123,-123.127471,[6623]
340,50336,Southbound Oak St @ Balfour Ave,49.251423,-123.12759,[6623]
341,50337,Southbound Oak St @ W King Edward Ave,49.248653,-123.127716,[6623]
342,50338,Southbound Oak St @ Nanton Ave,49.245988,-123.127793,[6623]
343,50339,Southbound Oak St @ Devonshire Cres,49.244095,-123.127861,[6623]
345,50341,Southbound Oak St @ W 33 Ave,49.241077,-123.12796,[6623]
350,50346,Eastbound W 4th Ave @ Blanca St,49.269015,-123.214363,[6614]
351,50347,Eastbound W 4th Ave @ Tolmie St,49.268974,-123.21149,"[6614, 6635, 6638]"
353,50349,Eastbound W 4th Ave @ Trimble St,49.268907,-123.2064,[6614]
354,50350,Eastbound W 4th Ave @ 4100 Block,49.268679,-123.197617,"[6614, 6635, 6638]"
356,50352,Eastbound W 4th Ave @ Wallace St,49.26852,-123.190183,[6614]
358,50354,Eastbound W 4th Ave @ Alma St,49.268538,-123.185205,"[6614, 6617, 6635, 6638]"
359,50355,Southbound Alma St @ W 4th Ave,49.268214,-123.18585,[6617]
360,50356,Southbound Alma St @ W 6th Ave,49.266642,-123.185897,[6617]
361,50357,Southbound Alma St @ W 10 Ave,49.26367,-123.186028,"[16718, 6619, 6641, 6833]"
363,50359,Southbound Alma St @ W 12 Ave,49.261267,-123.186069,[6617]
364,50360,Southbound Dunbar Diversion @ W 14 Ave,49.259981,-123.184374,[6617]
365,50361,Southbound Dunbar St @ W 15 Ave,49.258657,-123.184116,[6617]
366,50362,Southbound Dunbar St @ W 17 Ave,49.257067,-123.185245,"[6617, 6627]"
368,50364,Southbound Dunbar St @ W 21 Ave,49.253446,-123.18526,"[6617, 6627]"
370,50366,Southbound Dunbar St @ W King Edward Ave,49.249684,-123.185302,[6617]
371,50367,Southbound Dunbar St @ W 27 Ave,49.247813,-123.185322,[6617]
372,50368,Southbound Dunbar St @ W 29 Ave,49.245928,-123.185332,[6617]
373,50369,Southbound Dunbar St @ W 31 Ave,49.243962,-123.185351,[6617]
374,50370,Southbound Dunbar St @ W 33 Ave,49.242056,-123.185368,[6617]
376,50372,Southbound Dunbar St @ W 37 Ave,49.238349,-123.185425,[6617]
377,50373,Southbound Dunbar St @ W 39 Ave,49.236105,-123.18543,[6617]
378,50374,Eastbound W 41 Ave @ Collingwood St,49.234698,-123.181583,"[6612, 6633, 6836]"
379,50375,Eastbound W 41 Ave @ Blenheim St,49.234696,-123.178303,"[6612, 6633, 6836]"
381,50377,Eastbound W 41 Ave @ Carnarvon St,49.234677,-123.172505,[37810]
382,50378,Eastbound W 41 Ave @ Macdonald St,49.234665,-123.166968,[6633]
383,50379,Eastbound W 41 Ave @ Elm St,49.234632,-123.16364,[6633]
384,50380,Eastbound W 41 Ave @ Balsam St,49.234588,-123.160946,[6633]
385,50381,Eastbound W 41 Ave @ Yew St,49.234552,-123.158131,[6633]
387,50383,Eastbound W 41 Ave @ Maple St,49.234437,-123.151616,[6633]
388,50384,Eastbound W 41 Ave @ Cypress St,49.234394,-123.148854,[6633]
389,50385,Eastbound W 41 Ave @ Wiltshire St,49.234351,-123.145952,[6633]
390,50386,Eastbound W 41 Ave @ Adera St,49.2343,-123.142893,[6633]
392,50388,Eastbound W 41 Ave @ Granville St,49.234268,-123.140768,[6633]
393,50389,Eastbound W 4th Ave @ Collingwood St,49.268471,-123.181214,"[6614, 6617]"
397,50393,Eastbound W 4th Ave @ Macdonald St,49.268274,-123.167779,"[16718, 6614, 6617, 6635, 6638]"
398,50394,Eastbound W 4th Ave @ Trafalgar St,49.268236,-123.164123,"[16718, 6614, 6617]"
400,50396,Eastbound W 4th Ave @ Balsam St,49.268188,-123.159306,"[16718, 6614, 6617]"
404,50400,Eastbound W 4th Ave @ Burrard St,49.26793,-123.144877,"[16718, 6614, 6617, 6638]"
405,50401,Eastbound W 4th Ave @ Fir St,49.267853,-123.140145,"[16718, 6614, 6617, 6637, 6638]"
407,50403,Westbound W 5th Ave @ Granville St,49.266843,-123.137905,"[16718, 6614, 6617, 6637]"
409,50405,Burrard Station @ Bay 2,49.286035,-123.12037,"[16717, 6672, 6673, 6675]"
411,50407,Northbound Homer St @ W Pender St,49.282981,-123.111441,"[16717, 16718, 6672, 6673, 6675]"
414,50410,Southbound Cambie St @ W Hastings St,49.282211,-123.109799,"[6614, 6624, 6637]"
415,50411,Eastbound Nelson St @ Cambie St,49.275788,-123.117719,"[6623, 6831]"
418,50414,Southbound Cambie St @ W 12 Ave,49.260113,-123.115144,"[6621, 6831]"
419,50415,Southbound Cambie St @ W 16 Ave,49.256555,-123.115252,"[11201, 6621, 6831]"
420,50416,Southbound Cambie St @ W 18 Ave,49.254674,-123.115282,"[11201, 6621, 6831]"
422,50418,Southbound Cambie St @ W 22 Ave,49.250985,-123.115447,"[11201, 6621, 6831]"
423,50419,King Edward Station @ Bay 4,49.248634,-123.115722,"[11201, 6621, 6831]"
426,50422,Southbound Cambie St @ W 33 Ave,49.24075,-123.118651,"[6621, 6831]"
428,50424,Southbound Cambie St @ W 37 Ave,49.237007,-123.11629,"[6621, 6831]"
429,50425,Eastbound E Cordova St @ Main St,49.282203,-123.098943,"[16717, 6614, 6617, 6672, 6673, 6675]"
430,50426,Eastbound E Cordova St @ Dunlevy Ave,49.282136,-123.094846,"[16717, 6614, 6617]"
431,50427,Eastbound E Cordova St @ Princess Ave,49.282067,-123.091063,"[16717, 6614, 6617]"
433,50429,Eastbound Powell St @ Glen Dr,49.282672,-123.081697,"[16717, 6614, 6617]"
435,50431,Eastbound Powell St @ Clark Dr,49.283029,-123.076625,"[16717, 6614, 6617]"
437,50433,Eastbound Powell St @ Commercial Dr,49.283885,-123.069837,"[16717, 6614, 6617, 6672, 6673, 6675]"
439,50435,Eastbound Powell St @ Victoria Dr,49.284771,-123.065065,"[16717, 6614, 6617]"
440,50436,Eastbound Dundas St @ Lakewood Dr,49.284754,-123.061245,"[16717, 6614, 6617]"
441,50437,Eastbound Dundas St @ Templeton Dr,49.284738,-123.059274,"[16717, 6614, 6617]"
442,50438,Northbound N Nanaimo St @ Dundas St,49.285176,-123.05639,"[16717, 6614, 6672, 6673, 6675]"
444,50440,Northbound N Nanaimo St @ Eton St,49.288013,-123.056367,"[16717, 6614]"
446,50442,Eastbound McGill St @ N Penticton St,49.288627,-123.051421,"[16717, 6614]"
447,50443,Eastbound McGill St @ N Slocan St,49.288617,-123.048823,"[16717, 6614]"
449,50445,Westbound Eton St @ N Renfrew St,49.287774,-123.044683,[6614]
450,50446,Eastbound McGill St @ N Renfrew St,49.288595,-123.0434,"[16717, 6672, 6673, 6675]"
453,50449,Westbound McGill St @ N Renfrew St,49.288825,-123.044601,"[16717, 6672, 6673, 6675]"
455,50451,Northbound Oak St @ W 38 Ave,49.237021,-123.12785,[6623]
457,50453,Northbound Oak St @ W 33 Ave,49.241748,-123.12769,[6623]
458,50454,Northbound Oak St @ Devonshire Cres,49.244894,-123.127493,[6623]
459,50455,Northbound Oak St @ W 27 Ave,49.247506,-123.12749,[6623]
460,50456,Northbound Oak St @ W King Edward Ave,49.249632,-123.127357,[6623]
461,50457,Northbound Oak St @ W 22 Ave,49.251967,-123.127311,[6623]
462,50458,Northbound Oak St @ W 20 Ave,49.253935,-123.127236,[6623]
463,50459,Northbound Oak St @ W 17 Ave,49.256575,-123.127109,[6623]
468,50464,Westbound W Broadway @ Spruce St,49.26354,-123.129369,"[6619, 6841]"
469,50465,Westbound W Broadway @ Alder St,49.263576,-123.131742,"[6619, 6841]"
483,50479,Northbound Cambie St @ W 16 Ave,49.257158,-123.114908,"[6621, 6831]"
485,50481,Northbound Cambie St @ W 12 Ave,49.260758,-123.114831,"[6621, 6623, 6831]"
493,50489,Westbound McGill St @ N Kaslo St,49.28882,-123.047415,"[16717, 6614]"
494,50490,Westbound McGill St @ N Penticton St,49.288801,-123.052418,"[16717, 6614]"
495,50491,Southbound N Nanaimo St @ McGill St,49.288026,-123.05666,"[16717, 6614]"
496,50492,Southbound N Nanaimo St @ Cambridge St,49.286276,-123.056672,"[16717, 6614]"
497,50493,Westbound Dundas St @ N Garden Dr,49.284885,-123.057411,"[16717, 6614, 6617, 6672, 6673, 6675]"
498,50494,Westbound Dundas St @ N Templeton Dr,49.284871,-123.060143,"[16717, 6614, 6617]"
499,50495,Westbound Dundas St @ Wall St,49.284888,-123.063271,"[16717, 6614, 6617]"
500,50496,Westbound Powell St @ Victoria Dr,49.2848,-123.065973,"[16717, 6614, 6617]"
503,50499,Westbound E Hastings St @ Commercial Dr,49.281362,-123.071174,"[16718, 37807, 6622, 6625, 6835, 6838]"
504,50500,Westbound E Hastings St @ McLean Dr,49.281378,-123.074606,"[16718, 6622, 6625, 6835, 6838]"
